,infl_e,rate,sp500,corp_debt,deflator,unempl,gdp,rpi,dpi,manufacturing,splong
2012-10-01,3.1,0.15838709677419355,,2434.8322727272725,2.0,7.5,16420.419,14761.628,13142.0,0.5249999999999999,1437.816662016369
2012-11-01,3.1,0.16066666666666668,,2448.289090909091,1.8666666666666667,7.4,16496.342333333334,14962.471,13315.7,0.7166666666666666,1394.5123872302827
2012-12-01,3.2,0.16451612903225807,,2446.759,1.7333333333333334,7.6,16572.265666666666,15333.647,13642.7,0.9083333333333334,1422.2854919433594
2013-01-01,3.3,0.14258064516129032,,2444.228181818182,1.6,8.5,16648.189,14568.746,12845.5,1.1,1480.395240420387
2013-02-01,3.3,0.14500000000000002,,2436.1989999999996,1.3666666666666667,8.1,16675.021666666667,14539.752,12813.9,0.9583333333333334,1512.3115812602796
2013-03-01,3.2,0.1435483870967742,,2444.580952380952,1.1333333333333333,7.6,16701.854333333333,14590.576,12852.1,0.8166666666666667,1550.8289855957032
2013-04-01,3.1,0.145,,2478.8663636363635,0.9,7.1,16728.687,14650.083,12893.4,0.675,1570.702264959162
2013-05-01,3.1,0.10903225806451612,,2469.908695652174,1.2666666666666666,7.3,16803.737333333334,14720.7,12954.2,0.5333333333333333,1639.842723499645
2013-06-01,3.0,0.09366666666666666,,2396.502857142857,1.6333333333333333,7.8,16878.787666666667,14720.82,12955.7,0.3916666666666666,1618.7725158691405
2013-07-01,3.1,0.09258064516129033,,2377.5234782608695,2.0,7.7,16953.838,14690.118,12941.8,0.25,1668.6754427823153
2013-08-01,3.0,0.08290322580645161,,2368.1161904761907,2.033333333333333,7.3,17033.231666666667,14715.624,12969.6,0.10833333333333328,1670.0936390269887
2013-09-01,3.3,0.08,,2366.272380952381,2.066666666666667,7.0,17112.625333333333,14776.266,13027.5,-0.03333333333333344,1687.1735046386718
2013-10-01,3.0,0.08709677419354839,,2406.61,2.1,7.0,17192.019,14726.182,12974.6,-0.17500000000000004,1720.0265317170517
2013-11-01,2.9,0.08433333333333333,,2411.1404545454543,1.9000000000000001,6.6,17193.925333333333,14763.876,12998.9,-0.3166666666666669,1783.5410034179688
2013-12-01,3.0,0.08516129032258064,1811.51875,2412.9490476190476,1.7,6.5,17195.83166666667,14797.116,13019.1,-0.4583333333333335,1807.7752336774554
2014-01-01,3.1,0.07161290322580646,1822.3566666666666,2440.0404545454544,1.5,7.0,17197.738,14872.775,13079.5,-0.6,1822.3566603887648
2014-02-01,3.2,0.06642857142857143,1817.0347368421055,2465.198,1.7666666666666666,7.0,17304.661333333333,14955.901,13148.0,-0.7083333333333333,1817.0347386410363
2014-03-01,3.2,0.07806451612903226,1863.5233333333333,2477.3347619047618,2.033333333333333,6.8,17411.58466666667,15033.859,13219.9,-0.8166666666666667,1863.5233386811756
2014-04-01,3.2,0.09033333333333333,1864.2633333333333,2502.2976190476193,2.3,5.9,17518.508,15078.809,13270.2,-0.9249999999999999,1864.2633347284227
2014-05-01,3.3,0.08709677419354837,1889.767142857143,2536.7247826086955,2.0999999999999996,6.1,17613.748,15120.855,13312.9,-1.0333333333333332,1889.7671421595983
2014-06-01,3.1,0.09566666666666666,1947.0876190476188,2541.1790476190477,1.9,6.3,17708.988,15177.06,13360.4,-1.1416666666666666,1947.087611607143
2014-07-01,3.3,0.09096774193548386,1973.1,2555.5973913043476,1.7,6.5,17804.228,15218.177,13386.8,-1.25,1973.0999866832387
2014-08-01,3.2,0.08806451612903225,1961.5319047619046,2573.5777272727273,1.2666666666666666,6.3,17840.178333333333,15295.125,13445.9,-1.3583333333333334,1961.5319068545386
2014-09-01,3.0,0.08833333333333333,1993.2261904761904,2563.08,0.8333333333333334,5.7,17876.128666666667,15348.309,13486.3,-1.4666666666666666,1993.2261904761904
2014-10-01,2.9,0.08903225806451612,1937.2743478260868,2588.87,0.4,5.5,17912.079,15426.259,13550.7,-1.5749999999999997,1937.2743503736413
2014-11-01,2.8,0.09200000000000001,2044.572105263158,2581.1714285714284,0.19999999999999998,5.5,17962.562333333335,15514.307,13624.4,-1.6833333333333331,2044.5721050061677
2014-12-01,2.8,0.12258064516129032,2054.2663636363636,2586.2977272727276,-5.551115123125783e-17,5.4,18013.045666666665,15620.73,13719.1,-1.7916666666666665,2054.2663629705257
2015-01-01,2.5,0.11483870967741935,2028.1785,2637.532380952381,-0.2,6.1,18063.529,15758.015,13797.7,-1.9,2028.1785095214843
2015-02-01,2.8,0.11071428571428572,2082.1957894736843,2635.9090476190477,0.6333333333333333,5.8,18135.613999999998,15815.476,13848.0,-1.7583333333333333,2082.1957943564967
2015-03-01,3.0,0.11290322580645161,2079.9904545454547,2637.187727272727,1.4666666666666668,5.6,18207.699,15786.489,13811.3,-1.6166666666666667,2079.9904396750712
2015-04-01,2.6,0.12466666666666668,2094.862857142857,2661.372380952381,2.3,5.1,18279.784,15833.624,13842.0,-1.4749999999999999,2094.862839471726
2015-05-01,2.8,0.12322580645161291,2111.9435,2615.562380952381,1.9,5.3,18320.398,15866.779,13865.6,-1.3333333333333333,2111.9435180664063
2015-06-01,2.7,0.129,2099.283636363636,2583.5518181818184,1.5,5.5,18361.012,15873.338,13874.1,-1.1916666666666667,2099.2836581143465
2015-07-01,2.8,0.13032258064516128,2094.1436363636367,2585.2413043478264,1.1,5.6,18401.626,15899.39,13905.7,-1.0499999999999998,2094.1436268199573
2015-08-01,2.8,0.13806451612903226,2039.8661904761907,2593.554761904762,0.7333333333333334,5.2,18412.796333333332,15930.975,13935.8,-0.9083333333333332,2039.8662051246279
2015-09-01,2.8,0.136,1944.4023809523808,2589.322727272727,0.3666666666666667,4.9,18423.966666666667,15973.484,13972.2,-0.7666666666666666,1944.4023844401042
2015-10-01,2.7,0.1235483870967742,2024.8127272727272,2609.0239130434784,0.0,4.8,18435.137,16012.028,13996.9,-0.625,2024.8127163973722
2015-11-01,2.7,0.11766666666666666,2080.6165,2594.5666666666666,-0.09999999999999999,4.8,18465.40233333333,16009.52,13993.4,-0.4833333333333334,2080.61650390625
2015-12-01,2.6,0.24064516129032257,2054.0795454545455,2589.293181818182,-0.19999999999999998,4.8,18495.667666666668,16077.429,14060.2,-0.34166666666666656,2054.0795621004972
2016-01-01,2.5,0.3429032258064516,1918.5978947368421,2589.8019047619046,-0.3,5.3,18525.933,16098.568,14121.1,-0.2,1918.5978875411183
2016-02-01,2.5,0.37517241379310345,1904.4185000000002,2596.2057142857143,0.7,5.2,18587.856,16107.427,14135.3,-0.275,1904.4184936523438
2016-03-01,2.7,0.362258064516129,2021.9540909090908,2637.4654545454546,1.7,5.1,18649.779000000002,16106.421,14135.4,-0.35000000000000003,2021.9540904651988
2016-04-01,2.8,0.3653333333333333,2075.535238095238,2698.538636363636,2.7,4.7,18711.702,16081.685,14106.2,-0.42500000000000004,2075.5352318173364
2016-05-01,2.4,0.36516129032258066,2065.5509523809524,2714.544545454545,2.1333333333333333,4.5,18772.014333333333,16074.046,14095.5,-0.5,2065.5504789806546
2016-06-01,2.6,0.37766666666666665,2083.8913636363636,2747.050909090909,1.5666666666666667,5.1,18832.326666666668,16090.905,14104.9,-0.5750000000000001,2083.891368519176
2016-07-01,2.7,0.3916129032258065,2148.902,2801.1186363636366,1.0,5.1,18892.639,16159.383,14160.1,-0.6500000000000001,2148.9019775390625
2016-08-01,2.5,0.3967741935483871,2177.4821739130434,2811.4891304347825,1.3,5.0,18958.219,16177.334,14176.7,-0.7250000000000001,2177.482167119565
2016-09-01,2.4,0.39633333333333337,2157.6909523809527,2807.5954545454547,1.6,4.8,19023.799,16215.456,14209.1,-0.8,2157.690964471726
2016-10-01,2.4,0.3964516129032258,2143.0209523809526,2800.9695238095237,1.9,4.7,19089.379,16243.304,14235.4,-0.875,2143.0209379650296
2016-11-01,2.4,0.4066666666666666,2164.985714285714,2742.239545454546,1.9666666666666666,4.4,19152.947333333334,16286.542,14273.6,-0.9500000000000002,2164.9856887090773
2016-12-01,2.2,0.54,2246.6290476190475,2714.276363636364,2.033333333333333,4.5,19216.515666666666,16334.247,14313.7,-1.0250000000000001,2246.6290457589284
2017-01-01,2.6,0.6496774193548387,2275.116,2744.615238095238,2.1,5.1,19280.084,16383.236,14373.7,-1.1,2275.1159790039064
2017-02-01,2.7,0.6567857142857143,2329.9105263157894,2755.5345,1.7666666666666668,4.9,19332.936999999998,16431.536,14416.8,-0.9916666666666667,2329.9105417351975
2017-03-01,2.5,0.7861290322580645,2366.822173913043,2755.4508695652175,1.4333333333333336,4.6,19385.79,16491.77,14476.3,-0.8833333333333334,2366.822170091712
2017-04-01,2.5,0.896,2359.3094736842104,2792.4965,1.1,4.1,19438.643,16521.43,14509.3,-0.7750000000000001,2359.309454666941
2017-05-01,2.6,0.9074193548387097,2395.345909090909,2808.2291304347823,1.4333333333333333,4.1,19523.29366666667,16626.085,14610.7,-0.6666666666666667,2395.345880681818
2017-06-01,2.6,1.04,2433.9854545454546,2843.9622727272726,1.7666666666666666,4.5,19607.944333333333,16642.946,14618.7,-0.5583333333333333,2433.98545143821
2017-07-01,2.6,1.1506451612903223,2454.1025,2847.615714285714,2.1,4.6,19692.595,16698.803,14660.2,-0.45000000000000007,2454.102502441406
2017-08-01,2.6,1.1570967741935483,2456.223043478261,2870.2400000000002,2.2333333333333334,4.5,19807.426,16729.216,14678.3,-0.3416666666666668,2456.2230702275815
2017-09-01,2.7,1.153333333333333,2492.841,2879.6963636363635,2.3666666666666667,4.1,19922.257,16774.796,14706.0,-0.2333333333333334,2492.8410400390626
2017-10-01,2.4,1.1538709677419354,2556.997272727273,2883.6163636363635,2.5,3.9,20037.088,16841.324,14748.6,-0.125,2556.9972700639205
2017-11-01,2.5,1.157,2593.6057142857144,2888.8963636363637,2.533333333333333,3.9,20134.243,16883.564,14771.1,-0.016666666666666607,2593.605736142113
2017-12-01,2.7,1.3016129032258066,2664.3405,2900.0009523809526,2.566666666666667,3.9,20231.398,16919.258,14797.9,0.09166666666666656,2664.34052734375
2018-01-01,2.7,1.414516129032258,2789.8038095238094,2891.656818181818,2.6,4.5,20328.553,16938.615,14886.6,0.2,2789.8038155691966
2018-02-01,2.7,1.4175,2705.1552631578948,2845.6670000000004,2.7,4.4,20412.672666666665,16963.881,14921.1,-2.7755575615628914e-17,2705.1552477384867
2018-03-01,2.8,1.5061290322580645,2702.7738095238096,2833.945,2.8,4.1,20496.792333333335,17008.963,14974.8,-0.20000000000000007,2702.7738211495534
2018-04-01,2.7,1.6923333333333332,2653.625238095238,2833.8519047619047,2.9,3.7,20580.912,17028.008,15007.2,-0.4000000000000001,2653.6252092633927
2018-05-01,2.8,1.7,2701.4936363636366,2812.7595652173914,2.5,3.6,20653.518,17072.967,15057.8,-0.6000000000000001,2701.4936190518465
2018-06-01,3.0,1.8196666666666665,2754.3528571428574,2815.570409090909,2.1,4.2,20726.124,17140.662,15119.3,-0.8000000000000003,2754.3528878348216
2018-07-01,2.9,1.91,2793.6433333333334,2832.6054545454544,1.7,4.1,20798.73,17219.586,15184.7,-1.0000000000000002,2793.643357049851
2018-08-01,3.0,1.9148387096774193,2857.8204347826086,2851.075652173913,1.7,3.9,20838.442333333332,17282.357,15238.6,-1.2000000000000004,2857.8204292629075
2018-09-01,2.7,1.9546666666666668,2901.5005263157896,2842.2604761904763,1.7,3.6,20878.154666666665,17275.742,15237.5,-1.4000000000000004,2901.5005139802633
2018-10-01,2.9,2.187741935483871,2785.4647826086957,2821.6195652173915,1.7,3.5,20917.867,17300.819,15274.1,-1.6000000000000003,2785.4647800611415
2018-11-01,2.8,2.197666666666667,2723.229523809524,2806.0954545454547,1.5999999999999999,3.5,20979.955666666665,17339.645,15315.2,-1.8000000000000005,2723.231422061012
2018-12-01,2.7,2.274193548387097,2567.3073684210526,2831.1994999999997,1.5,3.7,21042.044333333335,17538.653,15506.5,-2.0000000000000004,2567.3073858963817
2019-01-01,2.7,2.4,2607.3900000000003,2863.104090909091,1.4,4.4,21104.133,17576.867,15501.7,-2.2,2607.3899972098216
2019-02-01,2.6,2.4,2754.8642105263157,2912.7084999999997,1.5999999999999999,4.1,21197.680333333334,17646.366,15553.7,-1.9666666666666668,2754.8642064144738
2019-03-01,2.5,2.4051612903225807,2803.9838095238097,2949.241818181818,1.8,3.9,21291.22766666667,17688.891,15568.9,-1.7333333333333334,2803.9837937127977
2019-04-01,2.5,2.423666666666667,2903.8,2986.6319047619045,2.0,3.3,21384.775,17666.603,15524.4,-1.5,2903.799979073661
2019-05-01,2.9,2.390967741935484,2854.7059090909092,3014.037826086956,1.7333333333333334,3.4,21487.944,17671.573,15519.6,-1.2666666666666666,2854.705910422585
2019-06-01,2.7,2.377666666666667,2890.166,3078.537142857143,1.4666666666666668,3.8,21591.113,17696.609,15546.4,-1.0333333333333334,2890.165979003906
2019-07-01,2.6,2.4029032258064515,2996.1136363636365,3120.0343478260866,1.2,4.0,21694.282,17690.334,15565.7,-0.8,2996.1136363636365
2019-08-01,2.7,2.1258064516129034,2897.498181818182,3203.2791304347825,1.2333333333333334,3.8,21763.65133333333,17772.936,15654.1,-0.5666666666666667,2897.450450550426
2019-09-01,2.8,2.043,2982.156,3202.685238095238,1.2666666666666666,3.3,21833.020666666667,17805.954,15691.3,-0.33333333333333326,2982.156005859375
2019-10-01,2.5,1.8296774193548386,2977.675217391304,3214.3234782608697,1.3,3.3,21902.39,17842.762,15718.1,-0.10000000000000009,2977.675197435462
2019-11-01,2.5,1.5533333333333335,3104.9044999999996,3219.7790476190476,1.5,3.3,21837.097666666665,17914.64,15778.2,0.1333333333333333,3104.9044921875
2019-12-01,2.3,1.550967741935484,3176.749523809524,3243.0814285714287,1.7,3.4,21771.805333333334,17820.676,15684.8,0.3666666666666667,3176.74951171875
2020-01-01,2.5,1.5506451612903225,3278.202857142857,3283.4109090909096,1.9,4.0,21706.513,18018.293,15852.5,0.6,3278.202857607887
2020-02-01,2.4,1.5831034482758621,3277.314210526316,3339.252380952381,0.7333333333333332,3.8,21108.722999999998,18101.789,15918.0,0.6916666666666667,3277.3141832853617
2020-03-01,2.2,0.6522580645161291,2652.3936363636367,3170.0677272727276,-0.43333333333333357,4.5,20510.933,17822.059,15696.3,0.7833333333333333,2652.393632368608
2020-04-01,2.1,0.049,2761.975238095238,3226.547142857143,-1.6,14.4,19913.143,19992.025,18020.2,0.875,2761.9752255394346
2020-05-01,3.2,0.05,2919.6150000000002,3284.3736363636363,0.1333333333333333,13.0,20491.308666666668,19132.89,17104.6,0.9666666666666667,2919.6084838867187
2020-06-01,3.0,0.07766666666666668,3104.6609090909087,3381.154090909091,1.8666666666666667,11.2,21069.47433333333,19118.13,17035.0,1.0583333333333333,3104.6609330610795
2020-07-01,3.0,0.09258064516129033,3207.6190909090906,3468.981739130435,3.6,10.5,21647.64,19314.46,17193.2,1.15,3207.6190962357955
2020-08-01,3.1,0.09516129032258065,3391.71,3492.7733333333335,3.3333333333333335,8.5,21773.260666666665,18684.453,16525.8,1.2416666666666667,3391.7100190662204
2020-09-01,2.6,0.09,3365.516666666667,3479.2859090909087,3.0666666666666664,7.7,21898.881333333335,18796.082,16607.9,1.3333333333333335,3365.516671316964
2020-10-01,2.6,0.09,3418.701363636363,3469.404347826087,2.8,6.6,22024.502,18795.426,16561.9,1.425,3418.6999955610795
2020-11-01,2.8,0.08633333333333333,3548.9925000000003,3509.3514285714286,3.6333333333333333,6.4,22216.396333333334,18641.586,16368.1,1.5166666666666666,3548.99248046875
2020-12-01,2.5,0.09,3695.3100000000004,3545.8686363636366,4.466666666666667,6.5,22408.290666666668,18707.602,16406.1,1.6083333333333334,3695.3100142045455
2021-01-01,3.0,0.08516129032258064,3793.748421052632,3530.25,5.3,6.8,22600.185,20501.131,18107.3,1.7,3793.7484323601975
2021-02-01,3.3,0.07571428571428572,3883.432105263158,3496.744761904762,5.6,6.6,22830.910666666667,19013.898,16604.9,1.325,3883.4321160567433
2021-03-01,3.1,0.06967741935483872,3910.508260869565,3414.5865217391306,5.9,6.2,23061.636333333336,22856.702,20422.6,0.95,3910.5082795516305
2021-04-01,3.4,0.069,4141.176190476191,3446.5385714285712,6.2,5.7,23292.362,19788.085,17316.6,0.575,4141.176199776785
2021-05-01,4.6,0.05806451612903226,4167.8495,3456.778095238095,6.133333333333334,5.5,23471.232333333333,19314.56,16819.1,0.19999999999999996,4167.849536132812
2021-06-01,4.2,0.078,4238.489545454546,3501.617272727273,6.066666666666666,6.1,23650.10266666667,19249.026,16736.3,-0.17500000000000004,4238.48954634233
2021-07-01,4.7,0.09806451612903226,4363.7128571428575,3555.098260869565,6.0,5.7,23828.973,19359.925,16836.1,-0.55,4363.712797619048
2021-08-01,4.6,0.09225806451612903,4454.206363636364,3561.3518181818185,6.366666666666666,5.3,24104.183,19325.007,16791.7,-0.925,4453.965931285511
2021-09-01,4.6,0.07933333333333333,4445.543333333333,3564.1754545454546,6.733333333333333,4.6,24379.393,19120.766,16564.3,-1.3,4445.543317522322
2021-10-01,4.8,0.07903225806451614,4460.7071428571435,3523.234090909091,7.1,4.3,24654.603,19133.495,16547.4,-1.675,4460.707077752976
2021-11-01,4.9,0.07966666666666668,4667.386666666666,3530.7149999999997,7.533333333333333,3.9,24779.440666666665,19102.141,16499.8,-2.05,4667.386648995535
2021-12-01,4.8,0.07967741935483871,4674.772727272727,3532.7122727272726,7.966666666666667,3.7,24904.278333333335,19024.303,16418.5,-2.425,4674.772771661932
2022-01-01,4.9,0.07935483870967742,4573.8155,3457.252857142857,8.4,4.4,25029.116,18873.524,16080.8,-2.8,4573.815454101563
2022-02-01,4.9,0.08,4435.98052631579,3360.4120000000003,8.633333333333333,4.1,25200.835000000003,18878.407,16092.7,-2.8,4435.980494449013
2022-03-01,5.4,0.2009677419354839,4391.265217391305,3267.6260869565217,8.866666666666667,3.8,25372.554,18795.364,16028.1,-2.8,4391.265264096467
2022-04-01,5.4,0.33,4391.296,3156.6200000000003,9.1,3.3,25544.273,18800.822,16042.6,-2.8,4391.29599609375
2022-05-01,5.3,0.765483870967742,4040.3599999999997,3082.42,7.566666666666666,3.4,25694.395,18759.493,16023.2,-2.8,4040.3600027901784
2022-06-01,5.3,1.2049999999999998,3898.9466666666667,3040.4150000000004,6.033333333333333,3.8,25844.517,18662.365,15963.4,-2.8,3898.9466843377977
2022-07-01,5.2,1.6758064516129034,3911.7295,3071.005,4.5,3.8,25994.639,18805.531,16109.3,-2.8,3911.7294921875
2022-08-01,4.8,2.33,4158.563043478261,3095.078695652174,4.3,3.8,26132.560999999998,18841.863,16161.4,-2.8,4158.563083814538
2022-09-01,4.7,2.555,3850.520476190476,2972.7477272727274,4.1,3.3,26270.483,18856.687,16184.9,-2.8,3850.5204961867557
2022-10-01,5.0,3.08,3726.050952380953,2862.9838095238097,3.9,3.4,26408.405,18874.608,16223.5,-2.8,3726.050955636161
2022-11-01,5.0,3.7800000000000002,3917.488571428571,2926.3154545454545,3.9,3.4,26408.405,18854.311,16229.6,-2.8,3917.488595145089
2022-12-01,4.3,4.104193548387097,3912.3809523809523,3027.2213636363635,3.9,3.3,26408.405,18853.146,16265.1,-2.8,3912.3809523809523
